"Country","Year","Continent","Least.Developed","Life.Expectancy","Population","CO2.emissions","Health.expenditure","Electric.power.consumption","Forest.area","GDP.per.capita","Individuals.using.the.Internet","Military.expenditure","People.practicing.open.defecation","People.using.at.least.basic.drinking.water.services","Obesity.among.adults","Beer.consumption.per.capita","ZPopulation","ZCO2.emissions","ZHealth.expenditure","ZElectric.power.consumption","ZForest.area","ZGDP.per.capita","ZIndividuals.using.the.Internet","ZMilitary.expenditure","ZPeople.practicing.open.defecation","ZPeople.using.at.least.basic.drinking.water.services","ZObesity.among.adults","ZBeer.consumption.per.capita","cluster0","cluster1","cluster2","cluster3","cluster4"
"Kuwait",2015,"Asia",FALSE,75.13,3835588,23.20895692,4.21497965,15590.61258,0.350729517,47230.66013,82,5.007568172,0,100,36.3,0,-0.290635427035569,3.33055665367454,-0.936134630413077,2.6713877230266,-1.4529709434235,1.3004512253931,1.11711364775559,0.743951454803358,-0.50267763648309,0.694847398890799,1.88805788377974,-1.24620853249305,"2","4","3","1","5"
"Kyrgyz Republic",2015,"Asia",FALSE,70.65121951,5956900,1.724051177,7.14930916,1941.221832,6.526642336,4214.829509,30.24704278,1.752024087,0,88.44176125,14.7,0.48,-0.278674788183286,-0.610496511565405,0.227130736183484,-0.45768539258763,-1.15267672300287,-0.895062873600593,-0.768279764526363,-0.169517271116491,-0.50267763648309,-0.0811352369332181,-0.550422663133859,-0.980459890008155,"1","1","1","1","1"
"Latvia",2015,"Europe",FALSE,74.4804878,1977527,3.701593036,5.65469503,3507.404521,54.50110081,24972.78609,79.20058292,1.037829348,0,98.52511728,25.3,4.8,-0.301111772140161,-0.247748929796485,-0.365383788149828,-0.0986437154337696,1.18000721049287,0.164416524610433,1.01512908872015,-0.369912210106539,-0.50267763648309,0.595828560004391,0.646239086740409,1.41127789235586,"1","6","1","1","7"
"Libya",2015,"Africa",FALSE,72.121,6418315,7.997426401,8.978,1811.054601,0.123327688,21382.46193,17.79,17.4987,0.75,97.28161516,31,0,-0.276073182113068,0.540251161197286,0.952084328864483,-0.487525756203546,-1.46402800607369,-0.018832460691956,-1.222097819678,4.24882129477667,-0.447924993787174,0.512343863624473,1.28972700884261,-1.24620853249305,"5","9","7","1","10"
"Lithuania",2015,"Europe",FALSE,74.32195122,2904910,3.810789214,6.49043989,3821.14517,34.90822027,28834.42768,71.37805901,1.137748174,0,96.60413858,27.9,5.36,-0.295882888722377,-0.227718684000353,-0.0340668560752523,-0.0267198143464549,0.227333660851267,0.36151346389321,0.730149527366073,-0.341876121422571,-0.50267763648309,0.46686028488654,0.939759893313342,1.7213179752549,"1","6","1","1","7"
"Luxembourg",2015,"Europe",FALSE,82.29268293,569604,16.02867977,5.28378248,13914.67845,34.45382721,107859.686,96.37671417,0.499754077,0,99.92517066,23.7,4.02,-0.309050094524998,2.01345271438789,-0.512425803022593,2.2871859277566,0.20523950024436,4.39493712010124,1.64086656241809,-0.520890025002063,-0.50267763648309,0.689823599872098,0.465610898080141,0.979436348317912,"6","4","3","4","5"
"Malaysia",2015,"Asia",FALSE,75.461,30270965,7.814088295,3.81819606,4651.951414,59.2427941,24801.88843,71.06406781,1.503898666,0.290067877,97.05220256,14.7,0.4,-0.141584275097072,0.506620796158528,-1.09343278207187,0.163739491155203,1.4105647218641,0.155693963251084,0.718710626638565,-0.23913844849004,-0.481501659380498,0.496941846250568,-0.550422663133859,-1.0247513304223,"1","6","1","1","1"
"Malta",2015,"Europe",FALSE,81.89756098,445053,3.729892769,8.89759541,4924.544019,1.09375,37455.20487,75.96001898,0.467203717,0,100,30.6,2.76,-0.309752353094077,-0.242557808473952,0.920209287379317,0.226230353023578,-1.416842720238,0.801515146801275,0.897073266739156,-0.530023286632409,-0.50267763648309,0.694847398890799,1.24456996167754,0.281846161795074,"1","3","1","1","3"
"Mauritius",2015,"Africa",FALSE,74.35317073,1262605,3.136372847,5.6999588,2182.509156,18.86699507,19229.83549,50.13931848,0.146135699,0.130330695,99.86648182,11.1,1.41,-0.305142732154318,-0.351429292259407,-0.347439731143567,-0.402371152369433,-0.552646134395542,-0.128701818801697,-0.0435914070930874,-0.620111328962228,-0.493163036515563,0.685883421637187,-0.95683608761946,-0.46557189519368,"1","1","1","1","1"
"Mexico",2015,"North America",FALSE,74.904,121858251,3.870316544,5.72277403,2157.323788,34.12171609,18301.50047,57.43104299,0.466676122,2.255108509,98.02544354,27.8,3.59,0.374814279809882,-0.216799372781536,-0.33839501861231,-0.408144806254109,0.18909111007172,-0.17608373833168,0.222050791803636,-0.530171323802194,-0.338046769238026,0.562282086860526,0.928470631522075,0.741369856091864,"1","6","1","1","7"
"Moldova",2015,"Europe",FALSE,71.478,2834530,2.829393394,8.55763531,1725.616479,11.75182482,9254.848633,69.00000447,0.297625495,0.134190001,88.5760319,19.6,1.52,-0.296279713782728,-0.407739632150168,0.785437848450257,-0.507112134492111,-0.898610296456006,-0.637821925647403,0.643515475814125,-0.577605011330232,-0.492881293578933,-0.0721207412860497,0.00275116463820804,-0.404671164624226,"1","1","1","1","3"
"Mongolia",2015,"Asia",FALSE,69.111,2998433,5.769680109,4.23834085,2006.386834,9.104691498,10648.27398,22.50000413,0.865841302,9.776212471,80.81301209,18.8,2.13,-0.295355575989793,0.131607684681284,-0.926873477298022,-0.44274655322097,-1.02732306500966,-0.566701946070857,-1.05050934946222,-0.41817010407177,0.211020321308945,-0.593304695382677,-0.0875629296919255,-0.0669489314663442,"1","1","1","1","1"
"Montenegro",2015,"Europe",FALSE,76.44878049,622159,3.793242395,9.02188778,4612.34139,61.48698885,16332.84831,68.11978601,1.40371624,0.106118121,97.39129537,24.4,3.5,-0.308753772543657,-0.23093735981802,0.969482897878911,0.154659037419538,1.51968522480417,-0.276563108621564,0.611448552975335,-0.267248500342642,-0.494930639732857,0.51970743694169,0.544635730619008,0.691541985625947,"1","6","1","1","7"
"Morocco",2015,"Africa",FALSE,75.726,34663608,1.742749914,5.06548977,904.4418639,12.73737396,7024.962891,57.07999935,3.230153348,6.520443469,83.75113288,24.8,0.16,-0.116817142053932,-0.60706653530573,-0.598964260431048,-0.695363424148448,-0.850689491976379,-0.751634573573257,0.209262046931223,0.24522902551998,-0.0266622878469842,-0.39604880161655,0.589792777784075,-1.15762565166475,"1","1","1","1","1"
"Mozambique",2015,"Africa",TRUE,57.206,27042001,0.204126905,6.7166338,478.920644,48.24639487,1291.268034,6.5,0.840285274,30.3410581,51.17617521,5.8,0.99,-0.159790211928158,-0.889301661317679,0.0556038986035771,-0.792912613991047,0.875881796281359,-1.04428050685266,-1.63339975811945,-0.425340835515492,1.71232651440403,-2.5830257330822,-1.55516696255659,-0.698101957367959,"1","2","2","1","2"
"Myanmar",2015,"Asia",TRUE,65.81,52680724,0.361422537,5.47780514,215.2988584,45.92460342,4105.443377,10.9,4.301367428,7.776647977,73.5874705,5.4,0.37,-0.0152308512887382,-0.860448360503269,-0.435508796959106,-0.853346948185197,0.762988273673323,-0.900645906441603,-1.47310493711481,0.54579954009343,0.0650450675923806,-1.07840410624787,-1.60032400972166,-1.04136062057761,"1","2","2","1","2"
"Namibia",2015,"Africa",FALSE,62.119,2314901,1.814332366,9.98109627,1652.571933,8.495123225,10633.29442,25.68785182,4.405391055,49.03583727,82.52413515,14.5,1.24,-0.299209549095107,-0.593935909907378,1.34974490047943,-0.523857330622154,-1.05696238063771,-0.567466497974236,-0.934374014267082,0.574987389356191,3.07711126663613,-0.478425446819131,-0.573001186716393,-0.559691206073745,"1","5","2","1","6"
"Nepal",2015,"Asia",FALSE,69.515,27015033,0.266148113,5.46615076,146.4730037,41.59072201,2996.220462,17.58161801,1.556630126,24.00739,87.80846759,3.5,0.19,-0.159942266179757,-0.877924889130533,-0.440128979040551,-0.869125024699894,0.552259984989005,-0.957260285698073,-1.2296893091752,-0.224342599217401,1.2499464258256,-0.123652517824083,-1.81481998375573,-1.14101636150944,"1","2","2","1","2"
"Netherlands",2015,"Europe",FALSE,81.5097561,16939923,9.292250246,10.32393837,6712.774758,10.83546184,50288.59139,91.72413793,1.132711505,0,99.99999856,22.6,4.04,-0.216748974531489,0.777765333882358,1.48565885962481,0.63617573690379,-0.943167030782768,1.45652704906454,1.47137022705417,-0.343289353587207,-0.50267763648309,0.694847302213873,0.341429018376208,0.990509208421449,"1","3","1","1","4"
"New Zealand",2015,"Oceania",FALSE,81.45682927,4609400,7.003080396,9.28344345,9012.731097,37.3955034,37479.68298,85.2,1.111071249,0,99.99999735,31.3,3.28,-0.286272426273982,0.357854714257987,1.07317222496746,1.16343235079375,0.348273960751692,0.802764501628227,1.23369169939533,-0.34936136384441,-0.50267763648309,0.6948472209784,1.32359479421641,0.569740524487039,"1","3","1","1","3"
"Nicaragua",2015,"North America",FALSE,73.649,6223234,0.846826583,7.96303225,568.3137183,32.47074954,5293.870462,19.7042915,0.775537372,7.445650444,81.35312854,21.2,1.44,-0.277173111490709,-0.771408958851165,0.54971750954042,-0.772419577292305,0.108815411951832,-0.839988971934573,-1.15235895300909,-0.443508362049209,0.0408810813822755,-0.557043029951782,0.183379353298475,-0.448962605038374,"1","1","1","1","1"
"Niger",2015,"Africa",TRUE,60.631,20001663,0.105491223,5.34746218,51.19494192,0.901397332,1145.309402,2.476219975,1.77654,71.72301152,45.48245806,4.5,0.05,-0.199485900358717,-0.90739475753144,-0.487181061655678,-0.890967173344318,-1.42619557157767,-1.05173018827923,-1.77998864422614,-0.162638384138411,4.7333549272898,-2.96528342279236,-1.70192736584306,-1.2185263822342,"1","5","2","5","6"
"Nigeria",2015,"Africa",FALSE,53.112,181137454,0.594907347,3.58194971,144.5254385,24.64228071,5426.332787,24.5,0.417636537,20.62403473,68.77975546,7.4,0.72,0.709049478844342,-0.817619406050641,-1.18708865677963,-0.869571496928636,-0.271831791674449,-0.833228137657413,-0.977648217645931,-0.543931274845704,1.00294956954339,-1.40117848993414,-1.37453877389633,-0.84758556876571,"1","2","2","1","6"
"North Macedonia",2015,"Europe",FALSE,75.40243902,2070226,3.579319286,6.34227896,3513.954972,39.42902458,13888.29539,70.38020308,0.993427692,0.218792815,97.47233283,23.4,1.67,-0.300589105384414,-0.27017804143549,-0.0928027539914131,-0.0971420483998581,0.447150786794035,-0.401332299966112,0.693796996073398,-0.382370810904461,-0.486704990050918,0.525148028987886,0.431743112706341,-0.321624713847698,"1","1","1","1","1"
"Norway",2015,"Europe",FALSE,82.30487805,5188607,7.610906295,10.13146877,22999.9346,33.24564399,60368.92087,96.81032569,1.507279581,0,100.0000012,24.5,2.57,-0.283006671049049,0.469350394612519,1.40935753796353,4.36994781012116,0.146493457544565,1.97102380935812,1.65666330809626,-0.238189802108097,-0.50267763648309,0.694847479454905,0.555924992410275,0.176653990811472,"1","3","6","1","4"
"Oman",2015,"Asia",FALSE,76.887,4267341,16.43412074,4.3044014,6445.58142,0.009693053,35803.65721,73.53,10.93096096,0,90.23848564,21.9,0.17,-0.28820106485481,2.08782420278304,-0.900684888166694,0.574922637330131,-1.46955331466048,0.71722068775345,0.808546117321662,2.4059882516963,-0.50267763648309,0.0394910070956566,0.262404185837341,-1.15208922161298,"1","9","7","1","10"
"Pakistan",2015,"Asia",FALSE,66.577,199426953,0.823008136,2.68711925,447.5051567,5.101442507,4921.89157,11,3.551387243,14.77854935,89.45498234,7.4,0,0.81217155250828,-0.775778061842042,-1.54182907688115,-0.800114500034111,-1.2219748630732,-0.858974654417602,-1.46946187300107,0.335363611053605,0.576208539682936,-0.013110861498796,-1.37453877389633,-1.24620853249305,"1","2","2","1","2"
"Panama",2015,"North America",FALSE,77.776,3968490,2.69623958,6.8090291,2064.177914,57.62155963,25319.2167,51.20542499,0,5.033525135,92.90436561,21.9,5.36,-0.289886082844452,-0.43216451287367,0.0922324545172921,-0.429498158615752,1.3317347002048,0.18209823103334,-0.00475246341301259,-0.661115347735003,-0.13521256552633,0.218469535801949,0.262404185837341,1.7213179752549,"1","6","1","1","7"
"Paraguay",2015,"South America",FALSE,73.662,6688746,0.952345908,6.70042467,1552.384687,44.0446514,11486.52319,49.71630466,1.068847829,0.674267511,96.83621453,18.4,3.12,-0.274548405217702,-0.752053171362047,0.0491780628249425,-0.546824891868942,0.671578510805994,-0.523917977181811,-0.0590020717656757,-0.361208776339633,-0.453453732334759,0.482441110935178,-0.132719976856992,0.481157643658742,"1","6","1","1","1"
"Peru",2015,"South America",FALSE,75.792,30470739,1.790242082,4.97963047,1345.879007,57.18322656,11572.32079,40.85260091,1.730910598,7.553732146,90.28200304,18.6,3.16,-0.140457885077087,-0.5983548769322,-0.633001729552989,-0.594165566880705,1.31042143180255,-0.519538895394004,-0.38191248223031,-0.175441476531314,0.0487714264643722,0.0424126240899602,-0.110141453274459,0.503303363865817,"1","6","1","1","1"
"Philippines",2015,"Asia",FALSE,70.644,102113206,1.087126793,3.89827442,696.346787,23.52399638,7186.76928,36.9,1.08846304,5.716699768,92.01770102,5.7,1.11,0.263485369980926,-0.727329831180946,-1.06168706895942,-0.743068462610687,-0.326206639721661,-0.743376027748889,-0.525908267541951,-0.35570497072896,-0.0853384100869129,0.158941753021029,-1.56645622434786,-0.631664796746736,"1","2","2","1","2"
"Poland",2015,"Europe",FALSE,77.45121951,37986412,7.610089275,6.39477158,3971.799761,30.76521114,26862.05252,67.99698716,2.137407113,0,99.23206988,25,5.82,-0.0980821051423781,0.469200525709411,-0.0719929415147244,0.00781720193106888,0.0258862419269909,0.26084407288601,0.606974912138898,-0.0613831673968182,-0.50267763648309,0.643291063056652,0.612371301366608,1.97599375763625,"1","6","1","1","7"
"Portugal",2015,"Europe",FALSE,81.12439024,10358076,4.812669696,9.31645775,4662.6008,36.15499489,29660.89607,68.63286148,1.787974411,0,99.90468984,22.7,2.57,-0.253859543343612,-0.0439401609754308,1.08626018651422,0.166180824108858,0.287956150760986,0.403696143535151,0.630140221299317,-0.159430018170971,-0.50267763648309,0.688448584090611,0.352718280167475,0.176653990811472,"1","3","1","1","3"
"Qatar",2015,"Asia",FALSE,79.758,2565708,33.04351032,3.00097346,14781.62428,0,92968.2321,92.88482645,1.4365748,0,99.69150138,32.9,0.28,-0.297795418618956,5.13454398642879,-1.41740687705345,2.48593010172234,-1.47002462438901,3.63488212360412,1.51365485399861,-0.258028761289788,-0.50267763648309,0.674135802818632,1.50422298287668,-1.09118849104353,"7","4","3","4","5"
"Romania",2015,"Europe",FALSE,74.91219512,19815616,3.700112058,4.94721556,2584.411787,29.99374131,21605.83562,55.76315563,1.451968796,0,100,23.9,5.22,-0.200534893140803,-0.248020590892157,-0.645852073059347,-0.310236438009307,-0.0116252868085132,-0.00743153971334702,0.161288585933841,-0.253709380705226,-0.50267763648309,0.694847398890799,0.488189421662675,1.64380795453014,"1","6","1","1","7"
"Russian Federation",2015,"Europe",FALSE,71.18341463,144096870,11.05201007,5.29604387,6602.657479,49.76106301,24085.32422,70.09924123,4.871514747,0,96.52715543,25.2,3.49,0.500202761293287,1.10056437742468,-0.507564982080458,0.610931751758594,0.949530194765539,0.119120757452723,0.683561375742743,0.705776407700047,-0.50267763648309,0.461691886054925,0.634949824949142,0.686005555574179,"1","6","1","1","1"
"Saudi Arabia",2015,"Asia",FALSE,74.651,31717676,17.81940147,5.9983449,9401.485668,0.454484135,48611.11934,69.6162358,13.32567233,0,99.54802638,34.1,0,-0.133427253501651,2.34193120567232,-0.229149602233056,1.25255292028631,-1.44792603540092,1.37090941752577,0.665965178254989,3.07791708662703,-0.50267763648309,0.664503356986446,1.63969412437188,-1.24620853249305,"1","9","7","1","10"
"Senegal",2015,"Africa",TRUE,66.747,14578450,0.637241954,4.38257313,229.3516495,42.94478783,2971.346817,21.7,1.209099171,14.37377479,78.60209362,7.1,0.14,-0.230063718290265,-0.80985381755273,-0.869695026310335,-0.850125397008139,0.61809934375783,-0.958529828503652,-1.0796540128307,-0.321855841364622,0.5466585705415,-0.741738585618991,-1.40840655927013,-1.16869851176829,"1","2","2","1","2"
"Serbia",2015,"Europe",FALSE,75.28780488,7095383,6.397117589,8.8132,4271.744667,31.09455751,14928.46704,65.3170254,1.826086336,0.061435254,93.3864573,23,3.1,-0.272255655117304,0.246700787537917,0.886752152719373,0.0765784791820377,0.0419002004018011,-0.348242274968811,0.509342186998335,-0.148736244514976,-0.498192646468164,0.250835607173771,0.386586065541275,0.470084783555205,"1","3","1","1","3"
"Slovak Republic",2015,"Europe",FALSE,76.56341463,5423801,5.669455793,6.7925415,5137.073835,39.96817936,29964.88861,77.63468203,1.114488089,0,99.78718913,21.9,3.42,-0.281680571684965,0.113223179646418,0.0856962240111626,0.274952039272431,0.473366355098053,0.419211824574518,0.958082315339799,-0.348402637315148,-0.50267763648309,0.6805599677859,0.262404185837341,0.647250545211799,"1","3","1","1","3"
"Slovenia",2015,"Europe",FALSE,80.77560976,2063531,6.367726166,8.49823952,6727.999302,61.95823776,31628.24718,73.09865997,0.930119532,0,99.5,22,5.73,-0.300626853946208,0.241309413611001,0.761891390837648,0.639665908165454,1.54259897507881,0.504109108653328,0.792832123480529,-0.400134362171355,-0.50267763648309,0.661279021709457,0.273693447628608,1.92616588717033,"1","3","1","1","7"
"South Africa",2015,"Africa",FALSE,62.649,55386369,7.669937662,8.79018974,4198.04612,14.20512081,13701.94539,51.91911572,1.099182075,2.582873352,91.87634387,26.4,3.99,2.4444823991079e-05,0.480178729562956,0.877630123839126,0.0596833557047263,-0.779322568735556,-0.410843543767312,0.0212477474547192,-0.352697331148941,-0.31411878078861,0.149451492764069,0.770420966444342,0.962827058162606,"1","3","1","1","3"
"Spain",2015,"Europe",FALSE,82.83170732,46444832,5.51794436,9.12617207,5355.987006,37.12753247,34903.12748,78.68963187,1.270823783,0,99.92672046,26.6,4.17,-0.0503908146198477,0.0854308951590059,1.01082464304546,0.325137086405786,0.335244288235561,0.671257941242802,0.996514814378816,-0.304536615696223,-0.50267763648309,0.689927648414009,0.792999490026875,1.06248279909444,"1","3","1","1","3"
"Sri Lanka",2015,"Asia",FALSE,76.316,20970000,0.970910854,3.88992095,531.0905766,34.39516585,11557.48705,12.1,2.553055,0.79328101,90.11102857,5.1,0.36,-0.19402610512619,-0.748647736864405,-1.0649986610314,-0.78095284695412,0.202387182233034,-0.520296004691689,-1.42938816774991,0.0552429128699361,-0.444765327552442,0.0309339530952796,-1.63419179509546,-1.04689705062938,"1","2","2","1","2"
"Sudan",2015,"Africa",TRUE,64.429,38902948,0.480940393,7.26747084,256.7562291,10.28368844,4434.475098,18.5987,2.655921816,26.63497315,58.95025332,7.3,0,-0.0929143805968533,-0.838524772365352,0.273973938194176,-0.843842996946903,-0.969996159991342,-0.883852233692692,-1.19263636019017,0.084106174093736,1.44176925431328,-2.0610993606148,-1.38582803568759,-1.24620853249305,"1","2","2","1","6"
"Sweden",2015,"Europe",FALSE,82.20487805,9799186,3.999311639,10.80418396,13480.14822,68.69449814,49103.13343,90.61019664,1.066502053,0,99.78123103,21.6,2.62,-0.257010744792599,-0.193137340770257,1.67604411131651,2.1875714551609,1.87013923004148,1.39602165773836,1.43078863167003,-0.361866974465067,-0.50267763648309,0.680159960289732,0.228536400463542,0.204336141070315,"1","3","6","1","4"
"Switzerland",2015,"Europe",FALSE,82.89756098,8282396,4.719648777,11.00794983,7520.166025,31.68106715,66020.20434,87.4790556,0.643890851,0,100,20.8,3.17,-0.265562894313629,-0.0610033211141679,1.75682364839904,0.821267244209462,0.0704183256206578,2.25946349206734,1.31671915609115,-0.480446881900231,-0.50267763648309,0.694847398890799,0.138222306133408,0.508839793917585,"1","3","1","1","4"
"Tajikistan",2015,"Asia",FALSE,70.137,8454019,0.579605995,6.9073596,1499.485994,3.039123856,3150.427114,18.98,1.281982414,0.468532246,76.23949551,12,0.36,-0.264595228679462,-0.820426187818893,0.13121392021169,-0.558951724573301,-1.32225192165727,-0.949389627995155,-1.17874535672448,-0.301405630467196,-0.468473131607419,-0.900355754587805,-0.85523273149806,-1.04689705062938,"1","1","1","1","1"
"Tanzania",2015,"Africa",TRUE,63.111,51482638,0.227066833,3.64969921,103.681778,54.28990743,2348.443604,10,1.091369867,10.99263118,52.96379459,6.8,0.72,-0.0219860452253099,-0.885093708211613,-1.16023051195109,-0.878934757338816,1.16973825863689,-0.99032260727153,-1.50589251413849,-0.354889348059805,0.299823173232285,-2.46301076987317,-1.44227434464393,-0.84758556876571,"1","2","2","1","2"
"Thailand",2015,"Asia",FALSE,76.091,68714519,3.841982798,3.66788888,2538.795713,39.26676975,15822.37099,39.31612674,1.426581859,0,99.25917058,10.1,2.16,0.0751728382329095,-0.221996733230407,-1.15301952454538,-0.320693756832434,0.439261396332688,-0.302617706128961,-0.437887221334491,-0.260832667133214,-0.50267763648309,0.645110516095609,-1.06972870553213,-0.0503396413110384,"1","1","1","1","1"
"Togo",2015,"Africa",TRUE,59.927,7323162,0.249892061,4.9564662,154.6652373,22.50542379,1397.332402,7.12,1.674422895,48.52053907,63.63712635,6.8,0.7,-0.270971363906424,-0.880906794937115,-0.642184813096149,-0.86724698498458,-0.375733158443699,-1.03886701577314,-1.61081276061425,-0.191291284963427,3.0394926823342,-1.7464379172706,-1.44227434464393,-0.858658428869247,"1","5","2","1","6"
"Trinidad and Tobago",2015,"North America",FALSE,72.941,1370332,15.56557092,6.07862949,7092.958644,44.89083821,27651.72817,65.1,0.83320624,0.038230679,98.13617765,18.9,2.83,-0.304535332704525,1.92850300034329,-0.197322132720811,0.723331508075969,0.712723037272984,0.301148862963935,0.50143581253323,-0.427327132122107,-0.499886662206678,0.569716415603167,-0.076273667900659,0.320601172157454,"1","6","1","1","1"
"Tunisia",2015,"Africa",FALSE,75.922,11179951,2.726308867,6.62154102,1454.643076,4.473995881,10825.1015,46.49999434,2.26986516,1.295096029,94.8454551,26.4,1.05,-0.249225547940428,-0.426648795926833,0.0179059723105665,-0.569231800199391,-1.25248348599782,-0.5576767265727,-0.176174318820169,-0.0242169425594968,-0.408131062972774,0.348787984088068,0.770420966444342,-0.664883377057348,"1","1","1","1","1"
"Turkiye",2015,"Asia",FALSE,76.532,78529413,4.477175913,4.11690378,2847.223893,28.10480361,25753.39051,53.74497914,1.812848293,0.254225258,96.25615912,31.4,0.74,0.130512365142408,-0.10548098648458,-0.975015152345267,-0.249987719914468,-0.103471964484978,0.204258322039544,0.0877651224746774,-0.152450689153769,-0.484118296862355,0.443498073357261,1.33488405600768,-0.836512708662173,"1","1","1","1","1"
"Ukraine",2015,"Europe",FALSE,71.1895122,45154036,4.231515591,7.77609348,3418.569317,16.67040688,10164.32715,48.88464368,3.251180763,0.001189962,93.65690669,25.6,2.51,-0.0576687373337021,-0.150543338685375,0.475608792004072,-0.119008862398094,-0.659451841897096,-0.591402435939106,-0.0893000144760487,0.251129079547182,-0.502590765064146,0.268992701437739,0.680106872114209,0.143435410500861,"1","1","1","1","3"
"United Kingdom",2015,"Europe",FALSE,80.95609756,65116219,6.159448333,9.90072441,5130.390253,13.04096226,42912.87509,92.00029987,2.045503192,0,100.0000015,28.9,3.41,0.0548844663280831,0.203104265177367,1.31788283424987,0.273419852441654,-0.835927979864864,1.08007287177563,1.48143098358613,-0.0871703646919543,-0.50267763648309,0.694847499595931,1.05265251122601,0.64171411516003,"1","3","1","1","3"
"United States",2015,"North America",FALSE,78.6902439,320738994,15.56003496,16.52407265,12993.96558,33.89972254,56762.72945,74.55420245,3.477845166,0,99.44715776,36.7,4.13,1.49616782973406,1.92748751938463,3.94359736025765,2.07611585569942,0.178297016633326,1.78696496423111,0.845858469229676,0.314728538812312,-0.50267763648309,0.657731365222603,1.93321493094481,1.04033707888737,"8","3","6","6","4"
"Uruguay",2015,"South America",FALSE,77.369,3412013,1.946065231,8.29223633,3085.189883,10.97017484,20217.56044,64.5707871,1.820588136,0.581573599,99.13139756,28.4,1.97,-0.293023679023893,-0.569771678945204,0.680224906034647,-0.195434883418918,-0.936616819259206,-0.0782886564299312,0.482156247288038,-0.150278977040698,-0.460220714526523,0.63653225023769,0.996206202269675,-0.155531812294641,"1","1","1","1","3"
"Venezuela",2015,"South America",FALSE,72.762,30042973,5.966120779,5.77645016,3299.011056,53.1119551,17743.684,57,1.16181681,4.160449907,94.74836987,24.7,4.88,-0.142869767270411,0.167641499934934,-0.317116023588355,-0.146417158281154,1.11246214626338,-0.204554510762563,0.206347619320146,-0.335122735294935,-0.19895013353345,0.342269996849314,0.578503515992808,1.45556933277001,"1","6","1","1","7"
"Yemen",2015,"Asia",TRUE,66.066,25823488,1.062211282,4.84180498,250.963212,1.039831809,3697.704,22.55,3.966891088,16.54173314,54.75738079,13.5,0.03,-0.166660579856031,-0.731900172548262,-0.687640316870744,-0.84517102501794,-1.41946440898383,-0.921456792526908,-1.0486879678639,0.451949274769767,0.704927169097738,-2.34259521373546,-0.685893804629059,-1.22959924233774,"1","2","2","1","6"
"Zimbabwe",2015,"Africa",FALSE,59.534,13814642,0.899769991,7.45206605,609.124652,45.6893628,2679.507615,22.7428181,1.88687572,25.46327234,64.95492911,11.9,1.93,-0.234370313284535,-0.761697360011828,0.347153590956698,-0.763063819381828,0.751550061919938,-0.973425207097533,-1.041663480858,-0.13167943321029,1.35623096658469,-1.65796491707401,-0.866521993289326,-0.177677532501715,"1","2","2","1","2"
